COMPANY_ROLE_SKILLS_ID,COMPANY_ROLES_ID,SKILL_ID
976,9817,31
977,9839,24
978,9857,30
979,9859,31
980,9874,47
981,9879,15
982,9892,31
983,9901,15
984,9935,15
985,9947,24
986,9953,31
987,9972,24
988,9976,30
989,9982,24
990,9988,24
991,10000,24
992,10019,15
993,10043,10
994,10050,30
995,10051,30
996,10068,10
997,10075,24
998,10146,15
999,10151,31
1000,10160,24
1001,10167,24
1002,10182,30
1003,10187,15
1004,10193,24
1005,10195,24
1006,10200,6
1007,10209,15
1008,10210,15
1009,10220,30
1010,10230,30
1011,10258,24
1012,10273,24
1013,10282,30
1014,10304,15
1015,10319,30
1016,10322,24
1017,10343,10
1018,10375,24
1019,10391,24
1020,10394,15
1021,10407,12
1022,10465,12
1023,10468,31
1024,10484,31
1025,10500,15
1026,10507,3
1027,10507,31
1028,10519,15
1029,10536,15
1030,10538,24
1031,10539,12
1032,10553,15
1033,10561,12
1034,10569,15
1035,10578,31
1036,10589,31
1037,10590,24
1038,10596,31
1039,10645,1
1040,10649,30
1041,10655,6
1042,10703,24
1043,10724,6
1044,10728,4
1045,10728,6
1046,10731,6
1047,10734,31
1048,10750,31
1049,10758,3
1050,10758,31
1051,10768,31
1052,10780,31
1053,10785,15
1054,10787,6
1055,10788,4
1056,10788,6
1057,10792,12
1058,10796,12
1059,10803,31
1060,10821,15
1061,10828,15
1062,10848,31
1063,10865,31
1064,10873,24
1065,10874,15
1066,10904,18
1067,10905,30
1068,10906,30
1069,10907,31
1070,10921,24
1071,10930,30
1072,10932,24
1073,10961,30
1074,10965,12
1075,11002,13
1076,11015,6
1077,11063,30
1078,11071,24
1079,11076,24
1080,11092,24
1081,11096,29
1082,11104,31
1083,11123,3
1084,11124,24
1085,11127,24
1086,11144,24
1087,11144,29
1088,11147,12
1089,11158,24
1090,11161,29
1091,11165,24
1092,11172,18
1093,11177,15
1094,11187,15
1095,11201,24
1096,11206,30
1097,11233,24
1098,11262,15
1099,11265,30
1100,11267,24
1101,11277,31
1102,11288,18
1103,11297,24
1104,11304,24
1105,11332,18
1106,11336,15
1107,11346,6
1108,11357,2
1109,11358,15
1110,11373,31
1111,11404,31
1112,11413,12
1113,11458,15
1114,11469,15
1115,11495,24
1116,11496,24
1117,11497,31
1118,11512,15
1119,11513,15
1120,11515,15
1121,11524,15
1122,11545,31
1123,11563,31
1124,11566,31
1125,11573,3
1126,11574,3
1127,11594,31
1128,11597,3
1129,11609,31
1130,11610,6
1131,11611,31
1132,11641,31
1133,11646,4
1134,11646,6
1135,11654,31
1136,11656,3
1137,11671,31
1138,11677,3
1139,11677,31
1140,11684,31
1141,11702,24
1142,11705,29
1143,11720,24
1144,11726,24
1145,11729,24
1146,11730,24
1147,11737,12
1148,11740,24
1149,11741,24
1150,11745,29
1151,11746,24
1152,11748,24
1153,11749,24
1154,11755,30
1155,11760,12
1156,11772,30
1157,11811,29
1158,11875,24
1159,11880,24
1160,11882,24
1161,11884,24
1162,11888,24
1163,11902,24
1164,11928,30
1165,11959,24
1166,11974,30
1167,11977,30
1168,11982,30
1169,11998,24
1170,11999,22
1171,12016,24
1172,12026,30
1173,12029,30
1174,12047,24
1175,12057,30
1176,12058,24
1177,12067,15
1178,12067,50
1179,12070,15
1180,12070,50
1181,12088,15
1182,12123,8
1183,12131,10
1184,12168,12
1185,12176,12
1186,12178,31
1187,12201,15
1188,12242,30
1189,12267,24
1190,12299,6
1191,12300,31
1192,12308,31
1193,12310,2
1194,12316,31
1195,12327,44
1196,12346,29
1197,12349,31
1198,12353,30
1199,12355,13
1200,12361,31
1201,12376,12
1202,12381,31
1203,12393,24
1204,12402,3
1205,12402,15
1206,12404,45
1207,12413,15
1208,12416,24
1209,12438,15
1210,12441,15
1211,12441,31
1212,12445,30
1213,12454,31
1214,12469,30
1215,12470,12
1216,12479,30
1217,12485,30
1218,12489,30
1219,12495,30
1220,12497,30
1221,12500,15
1222,12503,15
1223,12504,15
1224,12508,30
1225,12509,30
1226,12528,30
1227,12530,15
1228,12579,22
1229,12579,23
1230,12604,6
1231,12620,29
1232,12632,30
1233,12639,30
1234,12642,1
1235,12644,0
1236,12646,0
1237,12647,0
1238,12741,15
1239,12745,39
1240,12748,30
1241,12764,24
1242,12766,30
1243,12770,30
1244,12777,30
1245,12781,24
1246,12807,13
1247,12815,24
1248,12821,30
1249,12828,24
1250,12836,15
1251,12839,47
1252,12856,15
1253,12864,24
1254,12867,24
1255,12870,24
1256,12881,24
1257,12883,6
1258,12917,24
1259,12950,46
1260,12962,6
1261,12963,30
1262,12987,30
1263,12998,24
1264,13006,24
1265,13010,2
1266,13015,12
1267,13021,30
1268,13026,15
1269,13035,15
1270,13041,24
1271,13042,30
1272,13064,30
1273,13065,15
1274,13074,30
1275,13084,30
1276,13085,24
1277,13091,30
1278,13092,15
1279,13107,30
1280,13147,24
1281,13154,30
1282,13163,31
1283,13167,15
1284,13169,29
1285,13178,18
1286,13188,31
1287,13201,31
1288,13206,31
1289,13210,3
1290,13210,31
1291,13212,31
1292,13214,31
1293,13225,31
1294,13263,31
1295,13270,31
1296,13278,31
1297,13281,18
1298,13304,46
1299,13305,15
1300,13312,15
1301,13335,15
1302,13347,22
1303,13354,15
1304,13360,15
1305,13367,15
1306,13368,15
1307,13369,15
1308,13370,15
1309,13374,24
1310,13379,15
1311,13380,15
1312,13396,24
1313,13410,15
1314,13411,15
1315,13421,15
1316,13431,30
1317,13438,30
1318,13442,13
1319,13465,30
1320,13469,24
1321,13503,31
1322,13526,24
1323,13599,31
1324,13606,29
1325,13607,29
1326,13613,29
1327,13620,29
1328,13628,29
1329,13637,29
1330,13644,29
1331,13655,29
1332,13678,24
1333,13685,29
1334,13729,29
1335,13731,24
1336,13747,29
1337,13756,15
1338,13761,24
1339,13785,24
1340,13865,15
1341,13874,15
1342,13877,15
1343,13916,12
1344,13926,24
1345,13949,6
1346,13954,6
1347,13972,31
1348,13973,3
1349,13974,3
1350,13977,3
1351,13980,3
1352,13980,31
1353,13990,31
1354,13995,3
1355,13997,31
1356,14012,3
1357,14013,31
1358,14014,31
1359,14018,3
1360,14040,24
1361,14089,30
1362,14093,24
1363,14109,30
1364,14114,24
1365,14138,24
1366,14139,24
1367,14140,30
1368,14143,15
1369,14143,50
1370,14171,6
1371,14182,6
1372,14212,46
1373,14241,31
1374,14246,46
1375,14263,31
1376,14309,31
1377,14317,15
1378,14333,15
1379,14370,22
1380,14388,15
1381,14397,31
1382,14416,15
1383,14442,43
1384,14452,18
1385,14469,15
1386,14546,31
1387,14553,15
1388,14561,15
1389,14564,18
1390,14581,31
1391,14611,24
1392,14624,30
1393,14631,30
1394,14632,30
1395,14656,30
1396,14659,30
1397,14674,13
1398,14679,24
1399,14699,15
1400,14705,15
1401,14711,15
1402,14749,15
1403,14750,15
1404,14757,22
1405,14785,22
1406,14812,46
1407,14819,15
1408,14821,15
1409,14822,15
1410,14824,15
1411,14829,12
1412,14844,30
1413,14850,30
1414,14859,30
1415,14864,24
1416,14881,24
1417,14888,24
1418,14893,24
1419,14894,24
1420,14936,30
1421,14937,24
1422,14956,24
1423,14967,24
1424,14970,30
1425,14981,24
1426,14982,24
1427,14992,18
1428,15006,24
1429,15042,24
1430,15062,24
1431,15070,6
1432,15078,31
1433,15087,8
1434,15092,31
1435,15099,31
1436,15105,24
1437,15136,6
1438,15148,6
1439,15154,6
1440,15156,10
1441,15163,6
1442,15163,47
1443,15176,15
1444,15181,15
1445,15186,24
1446,15187,24
1447,15189,30
1448,15197,6
1449,15208,15
1450,15213,12
1451,15221,24
1452,15227,12
1453,15228,31
1454,15252,15
1455,15271,18
1456,15274,47
1457,15276,12
1458,15290,3
1459,15292,15
1460,15296,8
1461,15297,12
1462,15300,47
1463,15311,24
1464,15330,15
1465,15332,6
1466,15348,6
1467,15349,22
1468,15350,15
1469,15361,31
1470,15368,31
1471,15373,2
1472,15373,6
1473,15379,31
1474,15383,24
1475,15387,15
1476,15388,18
1477,15389,6
1478,15404,6
1479,15422,6
1480,15432,6
1481,15433,6
1482,15438,24
1483,15463,6
1484,15506,18
1485,15515,15
1486,15516,6
1487,15518,47
1488,15524,12
1489,15535,31
1490,15543,6
1491,15548,24
1492,15560,6
1493,15576,2
1494,15576,6
1495,15577,6
1496,15583,6
1497,15587,12
1498,15600,24
1499,15617,3
1500,15623,6
1501,15627,31
1502,15645,31
1503,15647,30
1504,15650,24
1505,15657,30
1506,15662,30
1507,15667,24
1508,15681,44
1509,15690,30
1510,15692,24
1511,15697,3
1512,15698,3
1513,15710,30
1514,15711,30
1515,15713,30
1516,15714,30
1517,15715,30
1518,15716,30
1519,15717,30
1520,15718,30
1521,15719,30
1522,15720,30
1523,15721,30
1524,15722,30
1525,15723,30
1526,15724,30
1527,15725,30
1528,15726,30
1529,15727,30
1530,15728,30
1531,15729,30
1532,15730,30
1533,15731,30
1534,15732,30
1535,15733,30
1536,15769,30
1537,15773,31
1538,15783,45
1539,15794,30
1540,15803,31
1541,15822,31
1542,15831,30
1543,15835,3
1544,15849,45
1545,15858,31
1546,15894,24
1547,15900,24
1548,15903,24
1549,15905,3
1550,15906,24
1551,15912,30
1552,15927,31
1553,15930,47
1554,15934,15
1555,15939,15
1556,15941,3
1557,15941,31
1558,15949,31
1559,15982,39
1560,15984,31
1561,15987,39
1562,15989,31
1563,16003,12
1564,16004,31
1565,16008,31
1566,16015,30
1567,16021,31
1568,16024,12
1569,16025,12
1570,16030,31
1571,16031,31
1572,16032,39
1573,16035,31
1574,16039,22
1575,16042,30
1576,16043,12
1577,16044,31
1578,16045,30
1579,16046,30
1580,16070,46
1581,16070,47
1582,16073,31
1583,16082,31
1584,16095,31
1585,16104,6
1586,16122,6
1587,16151,15
1588,16155,6
1589,16158,6
1590,16189,15
1591,16203,6
1592,16226,30
1593,16228,12
1594,16229,30
1595,16238,31
1596,16240,24
1597,16245,31
1598,16257,46
1599,16292,24
1600,16318,24
1601,16325,24
1602,16334,24
1603,16346,29
1604,16350,24
1605,16354,24
1606,16365,24
1607,16366,15
1608,16378,24
1609,16384,24
1610,16393,31
1611,16402,24
1612,16425,31
1613,16467,31
1614,16483,18
1615,16484,6
1616,16490,13
1617,16508,15
1618,16536,8
1619,16549,31
1620,16550,31
1621,16567,12
1622,16591,31
1623,16668,29
1624,16690,30
1625,16693,30
1626,16698,30
1627,16702,15
1628,16707,30
1629,16710,15
1630,16718,15
1631,16719,12
1632,16723,15
1633,16723,30
1634,16725,15
1635,16726,15
1636,16728,12
1637,16731,24
1638,16737,15
1639,16740,15
1640,16742,30
1641,16745,15
1642,16747,15
1643,16748,12
1644,16749,15
1645,16750,15
1646,16751,15
1647,16752,30
1648,16755,30
1649,16762,30
1650,16777,0
1651,16780,12
1652,16786,30
1653,16804,12
1654,16810,3
1655,16814,6
1656,16815,0
1657,16822,6
1658,16829,24
1659,16830,31
1660,16832,0
1661,16836,18
1662,16837,0
1663,16838,4
1664,16838,6
1665,16840,31
1666,16858,24
1667,16870,24
1668,16882,30
1669,16887,30
1670,16892,30
1671,16903,30
1672,16920,15
1673,16927,31
1674,16934,31
1675,16945,18
1676,16964,15
1677,16969,3
1678,16974,45
1679,17014,15
1680,17043,31
1681,17056,24
1682,17078,15
1683,17094,15
1684,17125,15
1685,17149,18
1686,17151,31
1687,17157,3
1688,17174,15
1689,17178,29
1690,17185,12
1691,17192,31
1692,17211,29
1693,17216,46
1694,17218,13
1695,17219,12
1696,17221,30
1697,17222,13
1698,17224,29
1699,17240,22
1700,17244,15
1701,17246,30
1702,17261,6
1703,17261,49
1704,17282,24
1705,17325,30
1706,17325,47
1707,17344,6
1708,17349,30
1709,17357,3
1710,17361,30
1711,17373,24
1712,17399,31
1713,17402,3
1714,17410,46
1715,17429,30
1716,17433,24
1717,17434,6
1718,17464,6
1719,17492,24
1720,17514,6
1721,17515,31
1722,17516,6
1723,17527,24
1724,17530,30
1725,17536,24
1726,17541,24
1727,17542,31
1728,17544,6
1729,17550,29
1730,17562,6
1731,17585,24
1732,17586,24
1733,17601,24
1734,17611,31
1735,17627,13
1736,17653,12
1737,17683,13
1738,17694,12
1739,17723,18
1740,17724,6
1741,17738,13
1742,17739,12
1743,17742,12
1744,17743,47
1745,17744,12
1746,17747,31
1747,17771,13
1748,17779,30
1749,17783,6
1750,17783,31
1751,17793,6
1752,17794,24
1753,17810,6
1754,17817,6
1755,17819,18
1756,17826,6
1757,17850,2
1758,17853,18
1759,17858,6
1760,17864,24
1761,17877,2
1762,17888,10
1763,17910,6
1764,17921,6
1765,17978,18
1766,18043,24
1767,18045,24
1768,18048,24
1769,18062,24
1770,18074,24
1771,18096,24
1772,18098,24
1773,18103,6
1774,18128,30
1775,18148,24
1776,18150,30
1777,18161,24
1778,18164,30
1779,18173,24
1780,18194,24
1781,18194,30
1782,18208,30
1783,18215,24
1784,18227,30
1785,18241,30
1786,18246,30
1787,18248,24
1788,18257,30
1789,18267,30
1790,18268,24
1791,18303,1
1792,18310,6
1793,18320,31
1794,18322,6
1795,18331,31
1796,18346,24
1797,18365,31
1798,18368,6
1799,18392,6
1800,18400,6
1801,18402,24
1802,18408,6
1803,18421,22
1804,18427,45
1805,18435,12
1806,18445,15
1807,18445,45
1808,18455,30
1809,18457,31
1810,18459,31
1811,18460,6
1812,18465,12
1813,18467,31
1814,18479,3
1815,18487,29
1816,18493,6
1817,18507,18
1818,18507,31
1819,18514,18
1820,18518,45
1821,18525,18
1822,18525,31
1823,18529,31
1824,18532,18
1825,18532,31
1826,18535,6
1827,18544,6
1828,18552,46
1829,18559,18
1830,18560,18
1831,18571,18
1832,18572,46
1833,18574,15
1834,18583,45
1835,18592,46
1836,18593,15
1837,18596,15
1838,18599,29
1839,18600,31
1840,18606,15
1841,18608,3
1842,18610,46
1843,18615,13
1844,18620,15
1845,18624,13
1846,18629,18
1847,18640,46
1848,18648,12
1849,18707,30
1850,18711,30
1851,18715,12
1852,18723,30
1853,18724,6
1854,18732,11
1855,18732,30
1856,18754,12
1857,18758,30
1858,18764,30
1859,18765,24
1860,18765,30
1861,18776,29
1862,18778,29
1863,18855,24
1864,18870,31
1865,18876,6
