COMPANY_ROLE_SKILLS_ID,COMPANY_ROLES_ID,SKILL_ID
1866,18938,31
1867,18964,31
1868,18969,24
1869,18970,24
1870,19011,24
1871,19050,15
1872,19057,6
1873,19064,30
1874,19067,6
1875,19082,15
1876,19090,31
1877,19093,15
1878,19095,24
1879,19100,31
1880,19107,15
1881,19109,6
1882,19110,31
1883,19112,15
1884,19118,6
1885,19119,47
1886,19127,6
1887,19132,15
1888,19150,15
1889,19157,30
1890,19158,29
1891,19159,29
1892,19166,30
1893,19169,30
1894,19173,22
1895,19177,29
1896,19184,29
1897,19191,29
1898,19194,30
1899,19200,30
1900,19202,29
1901,19220,29
1902,19234,30
1903,19259,24
1904,19262,24
1905,19277,30
1906,19279,24
1907,19307,29
1908,19311,29
1909,19313,29
1910,19317,24
1911,19326,24
1912,19347,29
1913,19348,29
1914,19349,29
1915,19387,12
1916,19404,30
1917,19525,6
1918,19538,30
1919,19593,15
1920,19642,29
1921,19698,18
1922,19714,12
1923,19730,29
1924,19784,30
1925,19807,31
1926,19890,30
1927,19942,24
1928,20025,22
1929,20029,12
1930,20031,29
1931,20088,30
1932,20181,24
1933,20185,24
1934,20215,31
1935,20277,31
1936,20301,29
1937,20308,29
1938,20404,24
1939,20405,24
1940,20408,24
1941,20409,29
1942,20410,30
1943,20417,29
1944,20423,29
1945,20424,29
1946,20425,29
1947,20440,29
1948,20448,30
1949,20463,30
1950,20488,29
1951,20489,29
1952,20505,29
1953,20506,29
1954,20517,29
1955,20525,15
1956,20600,15
1957,20619,15
1958,20643,29
1959,20714,24
1960,20724,6
1961,20728,31
1962,20740,31
1963,20791,31
1964,20793,6
1965,20804,6
1966,20807,31
1967,20814,15
1968,20822,15
1969,20844,15
1970,20846,6
1971,20847,31
1972,20848,6
1973,20857,6
1974,20867,15
1975,20886,29
1976,20903,15
1977,20915,24
1978,20932,24
1979,20960,24
1980,20973,18
1981,20981,31
1982,20993,24
1983,21001,18
1984,21024,18
1985,21025,18
1986,21026,18
1987,21035,18
1988,21037,18
1989,21038,18
1990,21044,12
1991,21049,15
1992,21053,15
1993,21059,31
1994,21068,24
1995,21109,18
1996,21112,18
1997,21122,12
1998,21144,6
1999,21148,18
2000,21168,6
2001,21170,18
2002,21176,18
2003,21180,12
2004,21181,6
2005,21181,45
2006,21184,18
2007,21187,3
2008,21190,45
2009,21199,18
2010,21200,18
2011,21215,31
2012,21225,31
2013,21268,24
2014,21270,24
2015,21285,24
2016,21299,24
2017,21300,24
2018,21318,3
2019,21323,15
2020,21323,50
2021,21374,31
2022,21419,12
2023,21444,31
2024,21461,12
2025,21503,24
2026,21517,24
2027,21537,8
2028,21564,8
2029,21566,30
2030,21577,15
2031,21648,22
2032,21659,31
2033,21666,18
2034,21700,18
2035,21703,30
2036,21712,8
2037,21728,8
2038,21733,31
2039,21755,8
2040,21757,8
2041,21758,8
2042,21767,31
2043,21794,3
2044,21803,3
2045,21821,24
2046,21827,3
2047,21829,15
2048,21833,3
2049,21834,15
2050,21844,3
2051,21855,15
2052,21858,12
2053,21858,15
2054,21867,15
2055,21878,3
2056,21880,31
2057,21881,24
2058,21882,3
2059,21919,3
2060,21945,12
2061,21954,31
2062,21957,30
2063,21965,3
2064,21965,31
2065,21980,18
2066,22004,31
2067,22020,6
2068,22021,31
2069,22022,6
2070,22025,31
2071,22033,18
2072,22034,31
2073,22041,18
2074,22068,15
2075,22073,31
2076,22085,31
2077,22090,31
2078,22100,18
2079,22126,13
2080,22137,31
2081,22142,31
2082,22172,6
2083,22182,18
2084,22208,15
2085,22209,18
2086,22223,18
2087,22245,18
2088,22254,18
2089,22278,8
2090,22286,18
2091,22310,15
2092,22310,31
2093,22324,24
2094,22327,24
2095,22335,24
2096,22336,24
2097,22339,24
2098,22346,15
2099,22347,24
2100,22352,15
2101,22354,10
2102,22359,24
2103,22360,24
2104,22361,24
2105,22364,24
2106,22379,24
2107,22380,24
2108,22390,24
2109,22410,24
2110,22417,10
2111,22420,13
2112,22430,24
2113,22439,24
2114,22443,24
2115,22461,24
2116,22471,15
2117,22476,10
2118,22493,15
2119,22494,10
2120,22511,24
2121,22513,24
2122,22517,10
2123,22522,15
2124,22531,24
2125,22546,24
2126,22557,24
2127,22573,15
2128,22627,24
2129,22628,24
2130,22631,24
2131,22638,10
2132,22640,24
2133,22650,30
2134,22666,24
2135,22674,30
2136,22716,10
2137,22718,24
2138,22748,24
2139,22764,24
2140,22765,30
2141,22775,10
2142,22786,24
2143,22798,10
2144,22799,30
2145,22804,24
2146,22805,24
2147,22818,24
2148,22819,15
2149,22826,31
2150,22837,24
2151,22856,10
2152,22865,24
2153,22867,24
2154,22869,10
2155,22875,24
2156,22914,29
2157,22932,10
2158,22941,30
2159,22949,10
2160,22962,29
2161,23020,24
2162,23043,24
2163,23056,15
2164,23063,24
2165,23064,24
2166,23089,24
2167,23106,30
2168,23153,24
2169,23159,15
2170,23176,10
2171,23184,24
2172,23202,24
2173,23232,24
2174,23234,24
2175,23236,15
2176,23239,30
2177,23259,24
2178,23274,24
2179,23276,24
2180,23306,24
2181,23348,24
2182,23360,31
2183,23384,24
2184,23450,15
2185,23455,30
2186,23491,3
2187,23503,15
2188,23508,15
2189,23536,24
2190,23548,24
2191,23588,24
2192,23600,24
2193,23603,24
2194,23651,10
2195,23679,15
2196,23683,24
2197,23697,15
2198,23716,15
2199,23767,30
2200,23817,24
2201,23852,24
2202,23861,24
2203,23875,24
2204,23911,24
2205,23939,24
2206,23961,15
2207,24001,31
2208,24006,12
2209,24029,46
2210,24030,31
2211,24039,46
2212,24049,6
2213,24055,24
2214,24061,24
2215,24065,31
2216,24066,24
2217,24077,24
2218,24083,31
2219,24088,31
2220,24094,10
2221,24123,15
2222,24134,24
2223,24188,31
2224,24189,31
2225,24225,31
2226,24266,31
2227,24334,31
2228,24346,15
2229,24348,15
2230,24369,15
2231,24394,3
2232,24397,15
2233,24400,22
2234,24403,45
2235,24411,3
2236,24414,12
2237,24421,31
2238,24422,31
2239,24425,46
2240,24431,31
2241,24468,24
2242,24476,24
2243,24503,29
2244,24559,31
2245,24567,12
2246,24570,15
2247,24581,31
2248,24594,24
2249,24604,18
2250,24606,24
2251,24651,24
2252,24660,18
2253,24675,24
2254,24707,24
2255,24727,15
2256,24750,31
2257,24755,31
2258,24783,15
2259,24797,15
2260,24801,15
2261,24808,48
2262,24809,15
2263,24825,15
2264,24826,48
2265,24829,15
2266,24833,18
2267,24847,15
2268,24849,12
2269,24854,15
2270,24857,18
2271,24884,31
2272,24887,18
2273,24910,29
2274,24911,48
2275,24917,18
2276,24927,15
2277,24932,31
2278,24934,18
2279,24937,29
2280,24940,18
2281,24954,15
2282,24958,18
2283,24960,18
2284,24962,15
2285,24972,15
2286,24981,18
2287,24992,15
2288,24999,15
2289,25006,18
2290,25007,18
2291,25011,15
2292,25013,30
2293,25018,15
2294,25024,18
2295,25028,15
2296,25043,15
2297,25045,18
2298,25055,31
2299,25072,12
2300,25081,15
2301,25082,31
2302,25083,15
2303,25090,15
2304,25102,31
2305,25125,15
2306,25128,31
2307,25133,22
2308,25148,23
2309,25211,31
2310,25217,6
2311,25218,30
2312,25230,15
2313,25233,6
2314,25244,6
2315,25249,24
2316,25269,31
2317,25276,6
2318,25283,30
2319,25286,6
2320,25287,6
2321,25296,6
2322,25301,15
2323,25304,6
2324,25321,12
2325,25322,30
2326,25342,15
2327,25350,24
2328,25365,12
2329,25365,15
2330,25367,15
2331,25371,13
2332,25377,9
2333,25392,12
2334,25392,15
2335,25396,24
2336,25397,12
2337,25412,24
2338,25418,6
2339,25419,13
2340,25430,30
2341,25448,31
2342,25450,31
2343,25463,31
2344,25466,6
2345,25469,6
2346,25472,31
2347,25483,6
2348,25491,24
2349,25516,6
2350,25518,6
2351,25524,24
2352,25532,30
2353,25533,31
2354,25535,30
2355,25540,6
2356,25540,47
2357,25545,31
2358,25562,13
2359,25565,31
2360,25577,18
2361,25593,6
2362,25604,24
2363,25605,6
2364,25624,30
2365,25647,24
2366,25677,47
2367,25698,6
2368,25704,6
2369,25712,18
2370,25719,6
2371,25719,30
2372,25722,30
2373,25723,6
2374,25738,31
2375,25740,6
2376,25766,15
2377,25771,4
2378,25771,6
2379,25777,31
2380,25790,24
2381,25801,6
2382,25807,30
2383,25822,24
2384,25828,18
2385,25853,30
2386,25854,6
2387,25855,6
2388,25866,6
2389,25866,47
2390,25878,30
2391,25883,31
2392,25905,6
2393,25918,6
2394,25919,4
2395,25919,6
2396,25920,6
2397,25922,4
2398,25922,6
2399,25931,30
2400,25939,1
2401,25950,24
2402,25972,31
2403,25979,18
2404,25981,6
2405,25984,6
2406,26004,1
2407,26018,30
2408,26027,24
2409,26030,24
2410,26033,30
2411,26037,6
2412,26046,18
2413,26063,24
2414,26076,30
2415,26086,46
2416,26088,24
2417,26111,6
2418,26132,6
2419,26132,47
2420,26133,15
2421,26135,6
2422,26136,12
2423,26139,6
2424,26144,15
2425,26148,31
2426,26149,6
2427,26150,6
2428,26153,47
2429,26156,15
2430,26161,15
2431,26181,15
2432,26194,30
2433,26200,8
2434,26207,15
2435,26209,30
2436,26211,6
2437,26228,15
2438,26237,29
2439,26245,18
2440,26247,15
2441,26257,6
2442,26258,24
2443,26270,6
2444,26281,29
2445,26294,6
2446,26301,3
2447,26314,15
2448,26320,6
2449,26329,6
2450,26331,6
2451,26336,24
2452,26341,6
2453,26350,6
2454,26350,30
2455,26352,2
2456,26352,6
2457,26364,6
2458,26371,30
2459,26374,24
2460,26375,15
2461,26387,24
2462,26389,15
2463,26408,46
2464,26410,31
2465,26416,18
2466,26421,6
2467,26427,24
2468,26439,6
2469,26453,24
2470,26456,30
2471,26463,18
2472,26464,15
2473,26474,6
2474,26485,31
2475,26497,24
2476,26516,2
2477,26516,6
2478,26517,6
2479,26522,24
2480,26523,15
2481,26531,47
2482,26541,30
2483,26542,15
2484,26543,6
2485,26547,15
2486,26551,24
2487,26554,6
2488,26555,6
2489,26556,6
2490,26556,30
2491,26564,24
2492,26567,6
2493,26583,31
2494,26585,46
2495,26587,6
2496,26622,15
2497,26623,30
2498,26632,6
2499,26634,31
2500,26651,24
2501,26656,24
2502,26663,13
2503,26666,24
2504,26672,31
2505,26675,24
2506,26679,30
2507,26682,6
2508,26697,24
2509,26717,24
2510,26719,15
2511,26748,15
2512,26750,18
2513,26761,24
2514,26764,15
2515,26777,0
2516,26777,15
2517,26781,15
2518,26783,24
2519,26785,15
2520,26794,6
2521,26814,15
2522,26815,24
2523,26848,31
2524,26880,6
2525,26880,15
2526,26885,24
2527,26891,46
2528,26892,30
2529,26893,24
2530,26898,46
2531,26899,15
2532,26928,24
2533,26930,29
2534,26936,24
2535,26944,30
2536,26962,15
2537,26967,31
2538,26973,24
2539,26979,8
2540,26983,15
2541,26993,15
2542,27006,18
2543,27011,30
2544,27023,22
2545,27024,0
2546,27024,30
2547,27029,6
2548,27033,6
2549,27036,18
2550,27037,6
2551,27051,15
2552,27055,22
2553,27065,15
2554,27066,24
2555,27070,30
2556,27071,6
2557,27074,3
2558,27091,31
2559,27092,2
2560,27095,15
2561,27102,6
2562,27114,30
2563,27122,24
2564,27126,30
2565,27134,6
2566,27143,31
2567,27146,15
2568,27149,22
2569,27150,6
2570,27152,24
2571,27155,24
2572,27157,6
2573,27163,30
2574,27165,31
2575,27168,31
2576,27180,15
2577,27186,15
2578,27192,24
2579,27197,31
2580,27199,6
2581,27207,30
2582,27208,30
2583,27221,6
2584,27221,15
2585,27222,18
2586,27232,30
2587,27237,12
2588,27241,18
2589,27251,6
2590,27251,30
2591,27265,30
2592,27278,22
2593,27284,24
2594,27291,18
2595,27292,30
2596,27300,15
2597,27301,6
2598,27312,6
2599,27319,15
2600,27322,30
2601,27327,30
2602,27329,31
2603,27331,30
2604,27345,45
2605,27351,15
2606,27378,15
2607,27379,6
2608,27381,0
2609,27387,24
2610,27404,24
2611,27411,24
2612,27415,6
2613,27434,18
2614,27440,24
2615,27452,24
2616,27453,24
2617,27460,18
2618,27463,22
2619,27464,22
2620,27470,15
2621,27498,4
2622,27498,6
2623,27502,15
2624,27510,15
2625,27513,0
2626,27513,30
2627,27515,6
2628,27529,45
2629,27531,15
2630,27536,15
2631,27537,30
2632,27538,22
2633,27541,15
2634,27558,30
2635,27559,6
2636,27569,22
2637,27570,6
2638,27574,15
2639,27589,31
2640,27591,15
2641,27609,31
2642,27612,31
2643,27615,22
2644,27618,22
2645,27621,15
2646,27627,24
2647,27631,18
2648,27632,15
2649,27633,15
2650,27636,15
2651,27638,24
2652,27643,15
2653,27643,23
2654,27646,15
2655,27652,15
2656,27654,30
2657,27656,30
2658,27678,30
2659,27695,15
2660,27699,15
2661,27708,45
2662,27714,31
2663,27719,24
2664,27721,22
2665,27722,45
2666,27744,22
2667,27752,22
2668,27753,22
2669,27760,30
2670,27762,31
2671,27763,2
2672,27775,15
2673,27778,24
2674,27782,15
2675,27787,24
2676,27814,15
2677,27825,24
2678,27836,6
2679,27840,30
2680,27844,15
2681,27850,15
2682,27851,15
2683,27851,22
2684,27852,15
2685,27857,24
2686,27863,13
2687,27865,6
2688,27874,22
2689,27881,12
2690,27883,15
2691,27887,2
2692,27888,30
2693,27907,24
2694,27916,30
2695,27923,30
2696,27939,15
2697,27950,30
2698,27951,24
2699,27958,15
2700,27982,30
2701,27985,24
2702,27991,8
2703,27996,30
2704,27998,24
2705,28001,15
2706,28003,46
2707,28009,22
2708,28012,30
2709,28013,24
2710,28032,15
2711,28033,15
2712,28044,6
2713,28059,6
2714,28065,15
2715,28078,15
2716,28080,22
2717,28081,22
2718,28100,30
2719,28108,30
2720,28110,31
2721,28111,6
2722,28121,46
2723,28134,6
2724,28143,30
2725,28149,15
2726,28150,23
2727,28154,22
2728,28157,22
2729,28163,24
2730,28166,24
2731,28186,24
2732,28187,18
2733,28190,22
2734,28198,30
2735,28207,15
2736,28215,15
2737,28225,15
2738,28230,24
2739,28237,15
2740,28240,45
2741,28242,24
2742,28249,30
2743,28270,24
2744,28283,24
2745,28290,12
2746,28291,15
2747,28294,22
2748,28295,6
2749,28295,15
2750,28298,15
2751,28302,6
2752,28302,15
2753,28304,13
2754,28309,15
2755,28312,15
2756,28315,15
2757,28323,15
2758,28339,30
2759,28343,3
2760,28349,47
2761,28350,6
2762,28387,22
2763,28390,31
2764,28393,24
2765,28395,6
2766,28396,6
2767,28402,46
2768,28403,47
2769,28405,31
2770,28416,24
2771,28445,6
2772,28462,6
2773,28464,6
2774,28479,6
2775,28480,24
2776,28489,3
2777,28505,6
2778,28536,6
2779,28551,22
2780,28576,13
2781,28584,30
2782,28599,24
2783,28605,18
2784,28613,30
2785,28615,15
2786,28616,24
2787,28637,6
2788,28642,22
2789,28643,15
2790,28650,24
2791,28668,6
2792,28672,31
2793,28699,24
2794,28716,24
2795,28720,6
2796,28721,18
2797,28728,18
2798,28738,31
2799,28760,24
2800,28777,15
2801,28782,6
2802,28784,24
2803,28792,15
2804,28796,30
2805,28802,6
2806,28810,15
2807,28813,30
2808,28831,6
2809,28831,15
2810,28835,22
2811,28841,15
2812,28844,3
2813,28844,31
2814,28869,15
2815,28876,15
2816,28885,3
2817,28885,31
2818,28887,22
2819,28892,6
2820,28896,31
2821,28909,30
2822,28911,24
2823,28920,6
2824,28924,15
2825,28925,30
2826,28952,15
2827,28958,6
2828,28972,24
2829,28974,15
2830,28981,30
2831,28982,6
2832,28993,15
2833,28994,6
2834,28996,30
2835,28998,15
2836,29004,6
2837,29015,3
2838,29015,31
2839,29020,15
2840,29030,12
2841,29036,24
2842,29049,30
2843,29056,6
2844,29057,30
2845,29066,6
2846,29068,24
2847,29071,15
2848,29081,30
2849,29082,6
2850,29087,30
2851,29111,30
2852,29115,6
2853,29119,18
2854,29125,24
2855,29129,30
2856,29133,31
2857,29137,6
2858,29137,10
2859,29138,46
2860,29148,18
2861,29152,31
2862,29153,30
2863,29155,15
2864,29166,30
2865,29168,4
2866,29168,6
2867,29168,49
2868,29183,6
2869,29190,30
2870,29204,24
2871,29215,31
2872,29239,30
2873,29287,31
2874,29289,6
2875,29296,31
2876,29299,22
2877,29306,22
2878,29319,31
2879,29331,31
2880,29341,31
2881,29343,15
2882,29346,31
2883,29355,15
2884,29377,0
2885,29378,39
2886,29379,0
2887,29379,2
2888,29379,39
2889,29380,0
2890,29383,2
2891,29383,30
2892,29397,3
2893,29397,31
2894,29458,24
2895,29465,24
2896,29468,24
2897,29496,24
2898,29502,24
2899,29509,15
2900,29517,6
2901,29521,24
2902,29526,6
2903,29535,24
2904,29537,12
2905,29547,31
2906,29550,6
2907,29554,6
2908,29560,15
2909,29573,29
2910,29574,24
2911,29577,30
2912,29589,15
2913,29595,15
2914,29601,15
2915,29606,15
2916,29607,15
2917,29614,15
2918,29616,31
2919,29619,12
2920,29627,29
2921,29633,15
2922,29645,30
2923,29656,29
2924,29671,23
2925,29674,22
2926,29680,2
2927,29681,46
2928,29690,0
2929,29700,30
2930,29704,30
2931,29709,24
2932,29712,24
2933,29715,30
2934,29719,30
2935,29723,8
2936,29724,15
2937,29725,8
2938,29726,8
2939,29729,8
2940,29730,15
2941,29731,8
2942,29754,31
2943,29772,31
2944,29773,31
2945,29774,31
2946,29780,31
2947,29792,31
2948,29809,30
2949,29819,24
2950,29849,12
2951,29883,24
2952,29887,30
2953,29910,39
2954,29916,22
2955,29918,24
2956,29922,30
2957,29923,30
2958,29939,24
2959,29977,24
2960,30018,18
2961,30032,3
2962,30036,3
2963,30091,24
2964,30134,18
2965,30144,30
2966,30164,24
2967,30165,3
2968,30169,30
2969,30278,15
2970,30288,12
2971,30289,12
2972,30304,15
2973,30331,30
2974,30337,24
2975,30359,18
2976,30360,30
2977,30364,24
2978,30383,24
2979,30385,12
2980,30385,15
2981,30403,15
2982,30405,15
2983,30407,15
2984,30408,31
2985,30421,15
2986,30428,15
2987,30470,15
2988,30474,24
2989,30490,31
2990,30497,15
2991,30518,24
2992,30542,15
2993,30551,15
2994,30564,15
2995,30571,30
2996,30602,24
2997,30619,24
2998,30631,30
2999,30646,1
3000,30676,30
3001,30677,30
3002,30686,30
3003,30689,30
3004,30709,6
3005,30714,15
3006,30717,0
3007,30719,6
3008,30725,24
3009,30728,31
3010,30729,6
3011,30736,24
3012,30737,12
3013,30737,15
3014,30738,4
3015,30738,6
3016,30750,12
3017,30756,6
3018,30766,12
3019,30780,2
3020,30787,24
3021,30806,24
3022,30820,13
3023,30826,30
3024,30833,15
3025,30849,24
3026,30957,24
3027,30985,46
3028,30993,15
3029,31014,29
3030,31017,3
3031,31019,24
3032,31021,30
3033,31032,15
3034,31040,31
3035,31044,31
3036,31060,15
3037,31070,15
3038,31075,15
3039,31088,24
3040,31118,30
3041,31121,30
3042,31127,15
3043,31154,6
3044,31223,29
3045,31229,24
3046,31231,24
3047,31278,24
3048,31310,44
3049,31311,15
3050,31311,31
3051,31312,6
3052,31321,29
3053,31327,12
3054,31331,15
3055,31333,29
3056,31335,46
3057,31351,15
3058,31376,12
3059,31382,15
3060,31388,24
3061,31393,24
3062,31426,24
3063,31517,12
3064,31540,31
3065,31568,6
3066,31570,2
3067,31633,22
3068,31635,24
3069,31636,30
3070,31641,30
3071,31654,24
3072,31657,31
3073,31660,30
3074,31663,18
